"Player","Minutes","Apps","Starts","Subbed_On","Subbed.off","Goals","Yellows","Second_Yellows","Reds","Club","Season"
"Hugo Lloris",2970,33,33,0,0,0,0,0,0,"tottenham-hotspur",2018
"Lucas Moura",2128,32,25,7,13,10,3,0,0,"tottenham-hotspur",2018
"Heung-min Son",2045,31,23,8,16,12,2,0,1,"tottenham-hotspur",2018
"Moussa Sissoko",2337,29,27,2,8,0,2,0,0,"tottenham-hotspur",2018
"Harry Kane",2427,28,27,1,4,17,5,0,0,"tottenham-hotspur",2018
"Ben Davies",1839,27,20,7,2,0,2,0,0,"tottenham-hotspur",2018
"Kieran Trippier",2278,27,26,1,3,1,2,0,0,"tottenham-hotspur",2018
"Danny Rose",1798,26,20,6,6,0,5,0,0,"tottenham-hotspur",2018
"Harry Winks",1592,26,17,9,3,1,4,0,0,"tottenham-hotspur",2018
"Dele Alli",1834,25,22,3,12,5,4,0,0,"tottenham-hotspur",2018
"Davinson Sanchez",1943,23,22,1,2,1,2,0,0,"tottenham-hotspur",2018
"Jan Vertonghen",1915,22,22,0,3,1,3,1,0,"tottenham-hotspur",2018
"Eric Dier",1510,20,18,2,6,3,4,0,0,"tottenham-hotspur",2018
"Llorente",684,20,6,14,3,1,2,0,0,"tottenham-hotspur",2018
"Erik Lamela",972,19,9,10,7,4,2,0,0,"tottenham-hotspur",2018
"Victor Wanyama",513,13,4,9,2,1,2,0,0,"tottenham-hotspur",2018
"Juan Foyth",890,12,10,2,1,1,3,0,1,"tottenham-hotspur",2018
"Mousa Dembele",517,10,7,3,5,0,1,0,0,"tottenham-hotspur",2018
"Serge Aurier",564,8,6,2,2,0,1,0,0,"tottenham-hotspur",2018
"Oliver Skipp",216,8,2,6,2,0,0,0,0,"tottenham-hotspur",2018
"Kyle Walker-Peters",374,6,4,2,0,0,1,0,0,"tottenham-hotspur",2018
"Paulo Gazzaniga",270,3,3,0,0,0,0,0,0,"tottenham-hotspur",2018
"Vincent Janssen",36,3,0,3,0,0,0,0,0,"tottenham-hotspur",2018
"Michel Vorm",180,2,2,0,0,0,0,0,0,"tottenham-hotspur",2018
"Luke Amos",2,1,0,1,0,0,0,0,0,"tottenham-hotspur",2018
"Georges-Kevin N Koudou",4,1,0,1,0,0,0,0,0,"tottenham-hotspur",2018
"TJ Eyoma",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2018
"George Marsh",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2018
"Kazaiah Sterling",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2018
"Alfie Whiteman",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2018
"Christian Eriksen",3226,37,37,0,8,10,0,0,0,"tottenham-hotspur",2017
"Harry Kane",3084,37,35,2,9,30,5,0,0,"tottenham-hotspur",2017
"Heung-min Son",2308,37,27,10,20,12,0,0,0,"tottenham-hotspur",2017
"Dele Alli",2970,36,34,2,16,9,7,0,0,"tottenham-hotspur",2017
"Hugo Lloris",3240,36,36,0,0,0,1,0,0,"tottenham-hotspur",2017
"Jan Vertonghen",3205,36,36,0,2,0,4,0,0,"tottenham-hotspur",2017
"Eric Dier",2827,34,32,2,5,0,4,0,0,"tottenham-hotspur",2017
"Moussa Sissoko",1395,33,15,18,9,1,3,0,0,"tottenham-hotspur",2017
"Davinson Sanchez",2535,31,29,2,2,0,1,0,1,"tottenham-hotspur",2017
"Ben Davies",2325,29,26,3,2,2,3,0,0,"tottenham-hotspur",2017
"Mousa Dembele",1883,28,21,7,13,0,6,0,0,"tottenham-hotspur",2017
"Erik Lamela",832,25,7,18,7,2,4,0,0,"tottenham-hotspur",2017
"Kieran Trippier",1913,24,21,3,3,0,1,0,0,"tottenham-hotspur",2017
"Victor Wanyama",839,18,8,10,2,1,2,0,0,"tottenham-hotspur",2017
"Serge Aurier",1428,17,16,1,1,2,1,1,0,"tottenham-hotspur",2017
"Llorente",225,16,1,15,1,1,1,0,0,"tottenham-hotspur",2017
"Harry Winks",772,16,9,7,4,0,0,0,0,"tottenham-hotspur",2017
"Toby Alderweireld",1177,14,13,1,0,0,3,0,0,"tottenham-hotspur",2017
"Danny Rose",801,10,9,1,3,0,4,0,0,"tottenham-hotspur",2017
"Lucas Moura",208,6,2,4,2,0,0,0,0,"tottenham-hotspur",2017
"Kyle Walker-Peters",188,3,2,1,0,0,0,0,0,"tottenham-hotspur",2017
"Paulo Gazzaniga",90,1,1,0,0,0,0,0,0,"tottenham-hotspur",2017
"Vincent Janssen",1,1,0,1,0,0,0,0,0,"tottenham-hotspur",2017
"Georges-Kevin N Koudou",1,1,0,1,0,0,0,0,0,"tottenham-hotspur",2017
"Michel Vorm",90,1,1,0,0,0,0,0,0,"tottenham-hotspur",2017
"Cameron Carter-Vickers",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Juan Foyth",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Tashan Oakley-Boothe",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Kazaiah Sterling",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Alfie Whiteman",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Kevin Wimmer",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Anthony Georgiou",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2017
"Dele Alli",3043,37,35,2,13,18,4,0,0,"tottenham-hotspur",2016
"Eric Dier",3044,36,34,2,3,2,6,0,0,"tottenham-hotspur",2016
"Christian Eriksen",3164,36,36,0,10,8,0,0,0,"tottenham-hotspur",2016
"Victor Wanyama",3016,36,35,1,5,4,10,0,0,"tottenham-hotspur",2016
"Hugo Lloris",3005,34,34,0,1,0,0,0,0,"tottenham-hotspur",2016
"Heung-min Son",2068,34,23,11,15,14,2,0,0,"tottenham-hotspur",2016
"Jan Vertonghen",2897,33,33,0,3,0,5,0,0,"tottenham-hotspur",2016
"Kyle Walker",2704,33,31,2,5,0,8,0,0,"tottenham-hotspur",2016
"Toby Alderweireld",2604,30,30,0,3,1,1,0,0,"tottenham-hotspur",2016
"Mousa Dembele",2066,30,24,6,16,1,5,0,0,"tottenham-hotspur",2016
"Harry Kane",2531,30,29,1,16,29,3,0,0,"tottenham-hotspur",2016
"Vincent Janssen",832,27,7,20,4,2,0,0,0,"tottenham-hotspur",2016
"Moussa Sissoko",903,25,8,17,7,0,3,0,0,"tottenham-hotspur",2016
"Ben Davies",1735,23,18,5,1,1,1,0,0,"tottenham-hotspur",2016
"Harry Winks",476,21,3,18,1,1,1,0,0,"tottenham-hotspur",2016
"Danny Rose",1533,18,18,0,3,2,8,0,0,"tottenham-hotspur",2016
"Kieran Trippier",566,12,6,6,2,0,1,0,0,"tottenham-hotspur",2016
"Erik Lamela",592,9,6,3,2,1,1,0,0,"tottenham-hotspur",2016
"Georges-Kevin N Koudou",49,8,0,8,0,0,0,0,0,"tottenham-hotspur",2016
"Josh Onomah",18,5,0,5,0,0,0,0,0,"tottenham-hotspur",2016
"Michel Vorm",415,5,4,1,0,0,0,0,0,"tottenham-hotspur",2016
"Kevin Wimmer",357,5,4,1,1,0,3,0,0,"tottenham-hotspur",2016
"Tom Carroll",1,1,0,1,0,0,0,0,0,"tottenham-hotspur",2016
"Filip Lesniak",4,1,0,1,0,0,0,0,0,"tottenham-hotspur",2016
"Cameron Carter-Vickers",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Ryan Mason",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Luke McGee",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Pau Lopez",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Samuel Shashoua",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Marcus Edwards",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Tom Glover",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Kyle Walker-Peters",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Alfie Whiteman",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2016
"Toby Alderweireld",3419,38,38,0,1,4,3,0,0,"tottenham-hotspur",2015
"Harry Kane",3368,38,38,0,9,25,5,0,0,"tottenham-hotspur",2015
"Eric Dier",3266,37,37,0,5,3,10,0,0,"tottenham-hotspur",2015
"Hugo Lloris",3330,37,37,0,0,0,0,0,0,"tottenham-hotspur",2015
"Christian Eriksen",2939,35,33,2,10,6,2,0,0,"tottenham-hotspur",2015
"Erik Lamela",2383,34,28,6,19,5,9,0,0,"tottenham-hotspur",2015
"Dele Alli",2478,33,28,5,17,10,7,0,0,"tottenham-hotspur",2015
"Kyle Walker",2943,33,33,0,2,1,7,0,0,"tottenham-hotspur",2015
"Nacer Chadli",939,29,10,19,5,3,1,0,0,"tottenham-hotspur",2015
"Mousa Dembele",2272,29,27,2,10,3,3,0,0,"tottenham-hotspur",2015
"Jan Vertonghen",2595,29,29,0,1,0,5,0,0,"tottenham-hotspur",2015
"Heung-min Son",1106,28,13,15,12,4,0,0,0,"tottenham-hotspur",2015
"Danny Rose",2132,24,24,0,3,1,7,0,0,"tottenham-hotspur",2015
"Ryan Mason",800,22,8,14,7,1,3,0,0,"tottenham-hotspur",2015
"Tom Carroll",505,19,4,15,3,1,3,0,0,"tottenham-hotspur",2015
"Ben Davies",1288,17,14,3,0,0,3,0,0,"tottenham-hotspur",2015
"Kevin Wimmer",812,10,9,1,1,0,2,0,0,"tottenham-hotspur",2015
"Clinton N Jie",184,8,0,8,0,0,0,0,0,"tottenham-hotspur",2015
"Josh Onomah",78,8,0,8,0,0,0,0,0,"tottenham-hotspur",2015
"Kieran Trippier",458,6,5,1,0,1,1,0,0,"tottenham-hotspur",2015
"Nabil Bentaleb",168,5,2,3,1,0,1,0,0,"tottenham-hotspur",2015
"Andros Townsend",64,3,0,3,0,0,0,0,0,"tottenham-hotspur",2015
"Alex Pritchard",5,1,0,1,0,0,0,0,0,"tottenham-hotspur",2015
"Michel Vorm",90,1,1,0,0,0,0,0,0,"tottenham-hotspur",2015
"Federico Fazio",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Kyle Walker-Peters",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Harry Winks",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Cameron Carter-Vickers",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Tom Glover",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Shayon Harrison",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Luke McGee",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2015
"Christian Eriksen",3142,38,37,1,11,10,4,0,0,"tottenham-hotspur",2014
"Nacer Chadli",2404,35,28,7,16,11,3,0,0,"tottenham-hotspur",2014
"Hugo Lloris",3064,35,35,0,1,0,0,0,0,"tottenham-hotspur",2014
"Harry Kane",2583,34,28,6,6,21,4,0,0,"tottenham-hotspur",2014
"Erik Lamela",2300,33,25,8,9,2,6,0,0,"tottenham-hotspur",2014
"Jan Vertonghen",2810,32,31,1,0,1,6,0,0,"tottenham-hotspur",2014
"Ryan Mason",2323,31,29,2,15,1,10,0,0,"tottenham-hotspur",2014
"Eric Dier",2291,28,25,3,1,2,4,0,0,"tottenham-hotspur",2014
"Danny Rose",2372,28,27,1,5,3,7,0,0,"tottenham-hotspur",2014
"Nabil Bentaleb",2205,26,25,1,3,0,8,0,0,"tottenham-hotspur",2014
"Mousa Dembele",1139,26,10,16,8,1,1,0,0,"tottenham-hotspur",2014
"Soldado",795,24,7,17,5,1,1,0,0,"tottenham-hotspur",2014
"Federico Fazio",1777,20,20,0,0,0,2,0,1,"tottenham-hotspur",2014
"Andros Townsend",751,17,10,7,10,2,2,0,0,"tottenham-hotspur",2014
"Paulinho",479,15,3,12,1,0,3,0,0,"tottenham-hotspur",2014
"Kyle Walker",1307,15,15,0,1,0,3,0,0,"tottenham-hotspur",2014
"Ben Davies",891,14,9,5,1,0,3,0,0,"tottenham-hotspur",2014
"Emmanuel Adebayor",813,13,9,4,5,2,1,0,0,"tottenham-hotspur",2014
"Etienne Capoue",900,12,11,1,5,0,2,0,0,"tottenham-hotspur",2014
"Benjamin Stambouli",455,12,4,8,2,0,4,0,0,"tottenham-hotspur",2014
"Younes Kaboul",990,11,11,0,0,0,2,0,0,"tottenham-hotspur",2014
"Vlad Chiriches",709,10,8,2,2,0,2,1,0,"tottenham-hotspur",2014
"Aaron Lennon",276,9,3,6,3,0,1,0,0,"tottenham-hotspur",2014
"Kyle Naughton",326,5,5,0,1,0,0,0,2,"tottenham-hotspur",2014
"Michel Vorm",356,4,3,1,0,0,0,0,0,"tottenham-hotspur",2014
"Lewis Holtby",29,1,0,1,0,0,0,0,0,"tottenham-hotspur",2014
"DeAndre Yedlin",11,1,0,1,0,0,0,0,0,"tottenham-hotspur",2014
"Dominic Ball",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Cristian Ceballos",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Michael Dawson",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Brad Friedel",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Josh Onomah",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Harry Winks",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Luke McGee",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Alex McQueen",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"William Miller",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Connor Ogilvie",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2014
"Hugo Lloris",3330,37,37,0,0,0,2,0,0,"tottenham-hotspur",2013
"Michael Dawson",2838,32,31,1,1,0,7,0,0,"tottenham-hotspur",2013
"Paulinho",2380,30,28,2,8,6,4,0,1,"tottenham-hotspur",2013
"Mousa Dembele",1820,28,22,6,11,1,5,0,0,"tottenham-hotspur",2013
"Soldado",1931,28,22,6,10,6,6,0,0,"tottenham-hotspur",2013
"Aaron Lennon",2186,27,26,1,11,1,1,0,0,"tottenham-hotspur",2013
"Kyle Walker",2298,26,26,0,1,1,5,0,0,"tottenham-hotspur",2013
"Christian Eriksen",1982,25,23,2,9,7,3,0,0,"tottenham-hotspur",2013
"Gylfi Sigur?sson",1278,25,14,11,9,5,2,0,0,"tottenham-hotspur",2013
"Andros Townsend",1226,25,12,13,5,1,2,0,0,"tottenham-hotspur",2013
"Nacer Chadli",1454,24,15,9,9,1,1,0,0,"tottenham-hotspur",2013
"Jan Vertonghen",2004,23,23,0,1,0,4,0,0,"tottenham-hotspur",2013
"Kyle Naughton",1745,22,19,3,2,0,6,0,0,"tottenham-hotspur",2013
"Danny Rose",1902,22,22,0,4,1,4,0,1,"tottenham-hotspur",2013
"Emmanuel Adebayor",1808,21,20,1,4,11,0,0,0,"tottenham-hotspur",2013
"Vlad Chiriches",1414,17,16,1,2,1,1,0,0,"tottenham-hotspur",2013
"Sandro",829,17,10,7,6,1,6,0,0,"tottenham-hotspur",2013
"Nabil Bentaleb",1069,15,11,4,1,0,2,0,0,"tottenham-hotspur",2013
"Jermain Defoe",425,14,3,11,0,1,1,0,0,"tottenham-hotspur",2013
"Lewis Holtby",568,13,6,7,6,1,1,0,0,"tottenham-hotspur",2013
"Younes Kaboul",943,13,11,2,0,1,1,0,2,"tottenham-hotspur",2013
"Etienne Capoue",686,12,8,4,4,1,1,0,0,"tottenham-hotspur",2013
"Harry Kane",498,10,6,4,2,3,0,0,0,"tottenham-hotspur",2013
"Erik Lamela",327,9,3,6,2,0,1,0,0,"tottenham-hotspur",2013
"Ezekiel Fryers",399,7,3,4,0,0,0,0,0,"tottenham-hotspur",2013
"Milos Veljkovic",29,2,0,2,0,0,0,0,0,"tottenham-hotspur",2013
"Brad Friedel",90,1,1,0,0,0,0,0,0,"tottenham-hotspur",2013
"Alex Pritchard",7,1,0,1,0,0,0,0,0,"tottenham-hotspur",2013
"Tom Carroll",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Ryan Fredericks",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Gomes",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Harry Winks",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Jordan Archer",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Dominic Ball",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Kenny McEvoy",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Connor Ogilvie",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Josh Onomah",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Kevin Stewart",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2013
"Kyle Walker",3161,36,36,0,4,0,5,0,0,"tottenham-hotspur",2012
"Jermain Defoe",2410,34,27,7,10,11,4,0,0,"tottenham-hotspur",2012
"Aaron Lennon",2834,34,33,1,15,4,1,0,0,"tottenham-hotspur",2012
"Jan Vertonghen",3060,34,34,0,0,5,7,0,0,"tottenham-hotspur",2012
"Gareth Bale",2924,33,33,0,4,21,6,0,0,"tottenham-hotspur",2012
"Gylfi Sigur?sson",1223,33,12,21,8,3,0,0,0,"tottenham-hotspur",2012
"Mousa Dembele",2209,30,26,4,15,1,4,0,0,"tottenham-hotspur",2012
"Clint Dempsey",1999,29,22,7,11,7,3,0,0,"tottenham-hotspur",2012
"Michael Dawson",2012,27,23,4,2,1,4,0,0,"tottenham-hotspur",2012
"Hugo Lloris",2430,27,27,0,0,0,0,0,0,"tottenham-hotspur",2012
"Emmanuel Adebayor",1598,25,18,7,8,5,3,0,1,"tottenham-hotspur",2012
"Sandro",1779,22,22,0,6,1,4,0,0,"tottenham-hotspur",2012
"Scott Parker",1365,21,15,6,7,0,1,0,0,"tottenham-hotspur",2012
"Tom Huddlestone",1031,20,11,9,3,0,3,0,1,"tottenham-hotspur",2012
"William Gallas",1526,19,16,3,0,1,2,0,0,"tottenham-hotspur",2012
"Steven Caulker",1575,18,17,1,0,2,0,0,0,"tottenham-hotspur",2012
"Benoit Assou-Ekotto",1139,15,12,3,2,1,2,0,0,"tottenham-hotspur",2012
"Kyle Naughton",1062,14,13,1,4,0,0,0,0,"tottenham-hotspur",2012
"Brad Friedel",990,11,11,0,0,0,0,0,0,"tottenham-hotspur",2012
"Lewis Holtby",506,11,4,7,3,0,2,0,0,"tottenham-hotspur",2012
"Jake Livermore",417,11,4,7,1,0,3,0,0,"tottenham-hotspur",2012
"Tom Carroll",75,7,0,7,0,0,0,0,0,"tottenham-hotspur",2012
"Andros Townsend",30,5,0,5,0,0,0,0,0,"tottenham-hotspur",2012
"Rafael van der Vaart",84,2,1,1,1,0,0,0,0,"tottenham-hotspur",2012
"Iago Falque",5,1,0,1,0,0,0,0,0,"tottenham-hotspur",2012
"Jermaine Jenas",14,1,0,1,0,0,0,0,0,"tottenham-hotspur",2012
"Younes Kaboul",90,1,1,0,0,0,0,0,0,"tottenham-hotspur",2012
"Harry Kane",4,1,0,1,0,0,0,0,0,"tottenham-hotspur",2012
"Jordan Archer",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Cristian Ceballos",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Carlo Cudicini",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Ryan Mason",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Nabil Bentaleb",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"David Bentley",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Shaquile Coulthirst",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Jonathan Obika",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Dean Parrett",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2012
"Brad Friedel",3420,38,38,0,0,0,0,0,0,"tottenham-hotspur",2011
"Kyle Walker",3231,37,37,0,3,2,4,0,0,"tottenham-hotspur",2011
"Gareth Bale",3217,36,36,0,1,10,3,0,0,"tottenham-hotspur",2011
"Luka Modric",3213,36,36,0,2,4,2,0,0,"tottenham-hotspur",2011
"Benoit Assou-Ekotto",2962,34,34,0,5,2,6,0,0,"tottenham-hotspur",2011
"Emmanuel Adebayor",2835,33,32,1,7,17,3,0,0,"tottenham-hotspur",2011
"Younes Kaboul",2902,33,33,0,2,1,2,1,0,"tottenham-hotspur",2011
"Rafael van der Vaart",2333,33,28,5,20,11,3,0,0,"tottenham-hotspur",2011
"Scott Parker",2472,29,28,1,8,0,7,1,0,"tottenham-hotspur",2011
"Jermain Defoe",1286,25,11,14,2,11,2,0,0,"tottenham-hotspur",2011
"Jake Livermore",842,24,7,17,3,0,1,0,0,"tottenham-hotspur",2011
"Aaron Lennon",1581,23,19,4,12,3,1,0,0,"tottenham-hotspur",2011
"Sandro",1419,23,17,6,11,0,6,0,0,"tottenham-hotspur",2011
"Ledley King",1795,21,21,0,5,0,0,0,0,"tottenham-hotspur",2011
"William Gallas",1324,15,15,0,2,0,1,0,0,"tottenham-hotspur",2011
"Niko Kranjcar",645,12,9,3,6,1,0,0,0,"tottenham-hotspur",2011
"Danny Rose",313,11,3,8,0,0,1,0,1,"tottenham-hotspur",2011
"Louis Saha",400,10,5,5,5,3,0,0,0,"tottenham-hotspur",2011
"Michael Dawson",548,7,6,1,0,0,1,0,0,"tottenham-hotspur",2011
"Giovani dos Santos",51,7,0,7,0,0,0,0,0,"tottenham-hotspur",2011
"Sebastien Bassong",223,5,1,4,0,0,0,0,0,"tottenham-hotspur",2011
"Ryan Nelsen",111,5,0,5,0,0,0,0,0,"tottenham-hotspur",2011
"Roman Pavlyuchenko",128,5,0,5,0,1,0,0,0,"tottenham-hotspur",2011
"Vedran Corluka",136,3,1,2,0,0,0,0,0,"tottenham-hotspur",2011
"Tom Huddlestone",61,2,0,2,0,0,0,0,0,"tottenham-hotspur",2011
"Steven Pienaar",14,2,0,2,0,0,0,0,0,"tottenham-hotspur",2011
"Peter Crouch",90,1,1,0,0,0,0,0,0,"tottenham-hotspur",2011
"Cameron Lancaster",12,1,0,1,0,0,0,0,0,"tottenham-hotspur",2011
"Adam Smith",14,1,0,1,0,0,0,0,0,"tottenham-hotspur",2011
"Tom Carroll",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Carlo Cudicini",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Ryan Fredericks",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Gomes",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Iago Falque",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Jermaine Jenas",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Harry Kane",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Bongani Khumalo",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Massimo Luongo",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Andros Townsend",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Ben Alnwick",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Jack Barthram",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"David Bentley",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Cristian Ceballos",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Jake Nicholson",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Alex Pritchard",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Kevin Stewart",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2011
"Peter Crouch",1937,34,20,14,6,4,0,0,0,"tottenham-hotspur",2010
"Aaron Lennon",2362,34,25,9,9,3,1,0,0,"tottenham-hotspur",2010
"Luka Modric",2798,32,32,0,5,3,3,0,0,"tottenham-hotspur",2010
"Benoit Assou-Ekotto",2572,30,30,0,3,0,2,0,0,"tottenham-hotspur",2010
"Gareth Bale",2450,30,29,1,4,7,1,0,0,"tottenham-hotspur",2010
"Gomes",2700,30,30,0,0,0,4,0,0,"tottenham-hotspur",2010
"Roman Pavlyuchenko",1603,29,18,11,14,10,3,0,0,"tottenham-hotspur",2010
"Rafael van der Vaart",2238,28,28,0,15,13,4,0,0,"tottenham-hotspur",2010
"William Gallas",2339,27,26,1,1,0,5,0,0,"tottenham-hotspur",2010
"Michael Dawson",2160,24,24,0,0,1,6,0,0,"tottenham-hotspur",2010
"Jermain Defoe",1478,22,16,6,7,4,0,0,1,"tottenham-hotspur",2010
"Alan Hutton",1706,21,19,2,1,2,2,0,0,"tottenham-hotspur",2010
"Younes Kaboul",1632,21,19,2,2,1,1,1,0,"tottenham-hotspur",2010
"Wilson Palacios",1229,21,16,5,8,0,5,0,0,"tottenham-hotspur",2010
"Jermaine Jenas",1320,19,14,5,2,0,2,0,0,"tottenham-hotspur",2010
"Sandro",1076,19,11,8,2,1,4,0,0,"tottenham-hotspur",2010
"Vedran Corluka",1166,15,13,2,3,0,1,0,0,"tottenham-hotspur",2010
"Tom Huddlestone",1165,14,13,1,2,2,3,0,0,"tottenham-hotspur",2010
"Niko Kranjcar",370,13,2,11,1,2,1,0,0,"tottenham-hotspur",2010
"Sebastien Bassong",824,12,7,5,1,1,0,0,0,"tottenham-hotspur",2010
"Carlo Cudicini",720,8,8,0,0,0,0,0,0,"tottenham-hotspur",2010
"Steven Pienaar",493,8,5,3,5,0,1,0,0,"tottenham-hotspur",2010
"Robbie Keane",215,7,2,5,2,0,0,0,0,"tottenham-hotspur",2010
"Ledley King",494,6,6,0,1,0,0,0,0,"tottenham-hotspur",2010
"Danny Rose",351,4,4,0,2,0,0,0,0,"tottenham-hotspur",2010
"Giovani dos Santos",42,3,0,3,0,0,0,0,0,"tottenham-hotspur",2010
"David Bentley",102,2,1,1,0,0,1,0,0,"tottenham-hotspur",2010
"Kyle Walker",3,1,0,1,0,0,0,0,0,"tottenham-hotspur",2010
"Ben Alnwick",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"John Bostock",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Bongani Khumalo",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Jake Livermore",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Kyle Naughton",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Stipe Pletikosa",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Jonathan Woodgate",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Ryan Fredericks",0,0,0,0,0,0,0,0,0,"tottenham-hotspur",2010
"Peter Crouch",2213,38,21,17,1,8,1,0,0,"tottenham-hotspur",2009
"Jermain Defoe",2569,34,31,3,18,18,3,0,1,"tottenham-hotspur",2009
"Tom Huddlestone",2850,33,33,0,5,2,8,0,0,"tottenham-hotspur",2009
"Wilson Palacios",2533,33,29,4,7,1,8,0,0,"tottenham-hotspur",2009
"Gomes",2716,31,31,0,1,0,2,0,0,"tottenham-hotspur",2009
"Benoit Assou-Ekotto",2533,30,29,1,5,1,5,0,0,"tottenham-hotspur",2009
"Vedran Corluka",2556,29,29,0,3,1,3,0,0,"tottenham-hotspur",2009
"Michael Dawson",2334,29,25,4,1,2,4,0,0,"tottenham-hotspur",2009
"Sebastien Bassong",2295,28,25,3,3,1,2,0,0,"tottenham-hotspur",2009
"Luka Modric",1914,25,21,4,7,3,2,0,0,"tottenham-hotspur",2009
